title,date,description
Massive altcoin season ahead: Here are 4 undervalued cryptos set to 500x this year,2024-10-09 16:31:00,"CYBRO presale surges past $3M as crypto whales flock to this DeFi platform, eyeing a 1200% ROI with tokens at just $0.03. #partnercontent"
"Analyst sees Shiba Inu, AVAX, and a surprise AI token surging to $100B market cap",2024-10-08 17:30:00,"An analyst predicts a major rise for Shiba Inu, Avalanche, and an AI token. Discover the potential game-changers. #partnercontent"
"Crypto strategist believes Bitcoin could hit $68K, but this altcoin might soar faster",2024-10-07 19:40:00,"Crypto expert sees Bitcoin reaching $68K, but an emerging altcoin, CYBRO, is drawing attention with a $3M presale and 1200% ROI potential. #partnercontent"
"ETH isn’t surging in October, analysts predict these 3 altcoins will rise instead",2024-10-07 15:10:00,"As Ethereum holds steady this October, analysts highlight CYBRO, which has raised over $3 million in presale and targets a 1200% ROI. #partnercontent"
Cardano struggles at $0.35 as whales shift to Cybro,2024-10-06 15:01:00,"Cardano faces resistance at $0.35, raising concerns about its future. Market giants may be eyeing Cybro, shifting the crypto landscape. #partnercontent"
"Cardano is set for a 600% jump, while XRP and Cybro aim to hit $3 first",2024-10-06 12:03:00,"Analysts predict a massive 600% rally for Cardano, while speculation rises on whether XRP or Cybro will hit $3 first. #partnercontent"
"Crypto VC funding: SecondLive bags $12m, RD Technologies raises $7.8m",2024-10-05 18:21:00,"SecondLive and RD Technologies are the top two startups with the largest volume of fundraising for the week, the latest data shows. While the amount of disclosed venture rounds this week was comparatively less than what was announced in recent…"
Crypto whales loading these 5 altcoins—experts predict a 3000% rally by next year,2024-10-04 18:54:00,"Crypto whales are accumulating key altcoins, with experts predicting potential gains of up to 3000% by next year. #partnercontent"
SUI price tanks after hitting a six-month high amid market volatility,2024-10-04 12:33:00,"SUI experienced a sharp drop on Oct. 4, emerging as the day’s largest loser, dropping over 15%. According to data from crypto.news, Sui (SUI) plummeted from an intraday high of $1.97 on Oct. 3 to a low of $1.62, with…"
Canary Capital launches first U.S. HBAR Trust for institutional investors,2024-10-01 18:24:00,"Canary Capital has introduced the U.S.’s first HBAR Trust, expanding crypto options for institutional investors. This move offers institutional investors access to Hedera’s (HBAR), the native crypto of the Hedera network. The trust caters to accredited investors seeking exposure to…"
‘Crucial to drive adoption’: Bitpanda on teaming up with EU banking giant Societe Generale,2024-09-25 14:20:00,"Global banking firm Societe Generale is partnering with Austrian crypto broker Bitpanda to widen access for its euro-denominated stablecoin EUR CoinVertible, which will comply to Markets in Crypto-Assets bill. According to a press release published on Sept. 25, Bitpanda will…"
"Ondo price boosted by rising assets, OUSG’s Sky application",2024-09-24 14:35:00,"Ondo Finance’s token continued recovering after the developers submitted a proposal to bring the OUSG stablecoin to Sky, formerly MakerDAO.  Ondo Finance (ONDO) rose for the second consecutive day, reaching a high of $0.7500, its highest level since Aug. 25. …"
"Crypto VC funding: The Open Network raises $30M, Drift Protocol brings in $25M",2024-09-21 18:26:00,"Our crypto VC funding column, for the week of Sept. 15 to Sept. 21, explores the latest capital-raising efforts: Open Network, Drift Protocol, Helius, Hemi Labs and Pipe Network."
Google Cloud unveils new blockchain RPC service with Ethereum compatibility,2024-09-18 08:03:00,"Google Cloud has launched an Ethereum-compatible Remote Procedure Call service to simplify blockchain development and provide a reliable way to interact with blockchain data. Announced on Sept. 17, Google Cloud’s latest offering allows decentralized applications to communicate with blockchain networks,…"
LTC marks milestone; Investors overlook APT for this new altcoin priced at $0.009,2024-09-17 17:00:00,"Intel Markets is gaining attention as a promising presale altcoin, while Litecoin surpasses 1 quadrillion hashes per second, showcasing its network strength and security. #partnercontent"
Dragonfly VC raising $500m in fourth funding round,2024-09-17 16:07:00,"Dragonfly Capital, a prominent crypto venture capital firm, is raising $500 million for its fourth investment fund, according to Bloomberg.   The fund will focus on early-stage projects in the blockchain space, continuing Dragonfly’s strategy of supporting innovative companies. According to…"
The Graph upgrades tooling for Solana devs to accelerate dApp deployment,2024-09-16 20:09:00,"The Graph, a decentralized protocol for blockchain data indexing and access, has introduced key upgrades aimed at enhancing the decentralized applications ecosystem on Solana. A press release shared with crypto.news on Sept. 16 states that The Graph (GRT) has upgraded…"
"Crypto VC funding: Huma Finance raises $38m, Fuse clinches $12m",2024-09-14 18:47:00,"At least 19 startups raised venture capital funds over the past seven days, with the largest round going to Huma Finance, a tokenized real-world assets platform. Huma announced on Sept. 11 that it received $38 million in a fund-raising effort…"
"Crypto VC funding: Balance brings in $30m, Hypernative collects $16m",2024-09-07 17:24:00,"Venture capitalists are raising a ton more money for crypto-related funds this year compared to last year’s dismal downturn. According to the latest report from PitchBook, published on Sept. 5, the median fund size is up 65.1% to $41.3 million…"
Red alert: Toncoin price flips key support as death cross nears,2024-09-04 15:19:00,"Toncoin price continued its downward trend, crossing a key support level as cryptocurrencies dropped. Toncoin (TON) fell by 15% on Sep. 4, making it the worst-performing top-ten cryptocurrency. The price dropped to a low of $4.60, down more than 44%…"
Hong Kong’s stablecoin issuer IDA raises $6m in round led by CMCC Global and Hashed,2024-09-02 08:57:00,"Hong Kong-based firm IDA has secured $6 million in seed funding to accelerate the launch of its first fiat-referenced stablecoin. IDA, a Hong Kong-based digital asset company, has raised $6 million in seed funding led by CMCC Global’s Titan Fund…"
"Crypto VC roundup: Bridge coffer totals $58m, Edge Matrix Chain raises $20m",2024-08-31 15:30:00,"According to startup tracker Crypto Fundraising, Saturday data shows over $141 million raised within the past week. Let’s look at a few of the standouts."
Tixbase partners with Passo to transform ticketing via Avalanche,2024-08-29 15:30:00,"Blockchain-based ticketing platform Tixbase has announced an exclusive partnership with Turkish event ticketing firm Passo, bringing their ticketing to the Avalanche blockchain. According to a news release on Aug. 29, the 5-year partnership is the largest deal a blockchain ticketing…"
Gamdom unveils new  Promo Code ” CSGOBETTINGSS ” and 15% rakeback deal,2024-08-29 14:50:00,"Gamdom has launched a new promo code and a 15% rakeback offer, enhancing rewards for its users. #pressrelease"
Echelon raises $3.5m to advance DeFi lending on Move-based blockchains,2024-08-27 16:37:00,"Decentralized lending protocol Echelon has raised $3.5 million in a seed funding round led by Amber Group, with backing from several crypto venture capital firms. The platform plans to use the funding to promote the decentralized finance ecosystem, according to…"
Aave V3 goes live on ZKSync’s Era mainnet,2024-08-21 19:04:00,Aave V3 has launched on the ZKSync Era mainnet to unlock liquidity and yield generation for users of the zero-knowledge-powered blockchain ecosystem. Aave Labs said in a blog post that the deployment of Aave (AAVE) V3 on Era will see…
Tether to develop dirham-pegged stablecoin in UAE,2024-08-21 12:01:00,"Stablecoin issuer Tether has disclosed plans to launch a stablecoin pegged to the United Arab Emirates dirham. In an Aug. 21 announcement, the world’s largest stablecoin issuer Tether Inc. said the new stablecoin would be launched in collaboration with Phoenix…"
Tether mints $1b in USDT on TRON blockchain,2024-08-20 12:44:00,"Stablecoin issuer Tether has minted another $1 billion worth of USDT tokens on the TRON blockchain, potentially boosting its market capitalization to $117 billion. Tether (USDT), the largest stablecoin issuer by market capitalization, has minted another $1 billion in its…"
"Spot Bitcoin ETFs witness inflows of $11.11m, Ether ETFs break 3-day inflow streak",2024-08-16 09:03:00,"Spot Bitcoin exchange-traded funds in the United States saw positive flows again, in contrast to spot Ethereum ETFs, which saw substantial outflows, ending their three-day run of gains. Data from SoSoValue reveals that on Aug. 15, the twelve U.S. spot…"
Blockchain industry must break vendor lock-in for developers’ freedom | Opinion,2024-08-15 11:24:00,"Developers must be able to build an application once and offer it to users across ecosystems, asset classes, and VMs—not just one."
Curve DAO token flips 50 EMA following ecosystem news,2024-08-13 14:01:00,"The Curve DAO price rose for the second consecutive day after developers reduced the token emissions. Curve (CRV) token jumped to a high of $0.3161, its highest level since July 15 and 77% above its highest point since Monday, Aug.…"
